total,total_big3,yw,sx,yy,wl
213,160,15,56,89,27
318,263,68,96,99,21
269,169,73,88,8,21
324,185,24,92,69,47
337,147,81,24,42,77
247,97,71,18,8,30
243,134,9,86,39,64
348,153,39,23,91,79
399,186,90,53,43,60
222,155,79,54,22,7
375,222,65,79,78,34
329,148,68,38,42,52
122,50,24,3,23,27
273,211,79,42,90,40
285,180,44,99,37,48
245,161,63,34,64,34
451,244,86,69,89,57
429,233,91,51,91,94
229,99,54,14,31,4
209,131,38,55,38,15
334,132,50,20,62,96
285,147,27,74,46,11
322,181,82,82,17,66
264,124,37,74,13,58
313,216,94,80,42,2
271,141,11,47,83,63
157,60,9,43,8,18
307,162,8,73,81,45
295,141,80,4,57,58
154,119,85,31,3,27
271,107,50,0,57,22
229,124,59,37,28,2
357,159,80,32,47,92
303,189,70,33,86,0
324,176,22,86,68,62
286,129,24,84,21,91
302,188,97,84,7,54
397,181,8,85,88,70
286,107,25,21,61,17
306,163,72,19,72,79
334,164,85,24,55,51
190,115,24,0,91,26
365,212,95,45,72,36
271,195,86,84,25,50
215,85,41,28,16,31
295,140,32,57,51,73
272,193,55,55,83,12
412,168,44,71,53,86
278,148,61,4,83,71
266,161,75,56,30,69
332,177,90,33,54,10
355,107,10,88,9,91
307,135,81,48,6,92
349,111,7,30,74,88
269,109,3,56,50,9
228,113,46,19,48,31
189,97,75,4,18,0
390,223,98,30,95,55
513,236,65,84,87,86
405,172,22,54,96,92
239,143,69,23,51,81
319,200,57,97,46,29
325,170,72,75,23,96
282,118,51,21,46,24
300,131,53,4,74,86
258,114,35,64,15,71
243,170,24,77,69,14
281,152,27,40,85,85
211,61,3,23,35,93
237,150,63,30,57,18
293,150,34,56,60,84
306,148,49,4,95,12
292,102,7,52,43,99
283,176,93,60,23,8
353,217,97,89,31,19
288,104,50,21,33,4
338,211,43,95,73,61
336,132,31,35,66,93
345,136,1,70,65,66
369,149,52,94,3,98
329,220,78,46,96,18
316,177,94,68,15,6
318,174,27,97,50,14
228,88,31,43,14,48
371,159,21,61,77,94
267,98,8,28,62,90
227,71,35,1,35,52
370,215,65,71,79,90
442,263,96,96,71,79
302,114,67,20,27,39
280,132,74,27,31,45
372,220,76,80,64,8
268,121,32,71,18,56
364,153,68,57,28,68
339,121,88,17,16,59
316,108,61,5,42,99
329,249,94,95,60,7
251,128,92,36,0,47
272,127,10,63,54,40
227,185,43,56,86,12
231,69,31,7,31,63
300,172,40,82,50,23
269,165,26,90,49,41
242,109,13,21,75,48
188,79,29,3,47,56
253,127,29,22,76,31
291,120,59,53,8,54
309,121,42,62,17,69
227,130,71,25,34,18
418,200,91,88,21,40
307,159,47,58,54,61
234,90,29,43,18,1
309,146,25,74,47,34
177,105,28,54,23,23
348,129,41,46,42,62
394,254,91,91,72,51
262,129,14,63,52,76
420,275,89,91,95,72
283,69,11,52,6,86
293,112,23,16,73,34
122,38,24,10,4,31
484,236,89,79,68,90
401,190,86,59,45,86
393,231,65,97,69,92
386,205,72,76,57,31
366,254,99,68,87,12
224,127,61,32,34,15
335,190,36,77,77,75
388,203,44,82,77,63
344,159,32,67,60,36
320,137,74,43,20,65
415,182,37,54,91,52
231,95,13,16,66,77
304,215,99,47,69,76
341,90,73,13,4,81
225,167,97,3,67,21
364,135,48,39,48,95
337,161,74,12,75,48
283,110,76,17,17,12
327,194,60,75,59,33
246,99,29,17,53,39
348,120,78,1,41,77
315,208,82,66,60,31
288,155,12,97,46,58
317,152,55,90,7,84
137,73,18,1,54,7
378,206,68,72,66,19
282,137,74,50,13,85
313,193,86,72,35,20
371,134,19,98,17,93
225,77,16,35,26,2
245,123,7,67,49,23
248,176,74,83,19,25
241,122,50,67,5,51
241,125,29,39,57,36
181,32,3,1,28,45
270,65,8,29,28,89
305,101,17,1,83,86
243,144,8,84,52,17
349,158,26,71,61,59
362,205,54,89,62,68
146,49,35,6,8,43
326,125,20,21,84,52
325,137,31,41,65,55
327,205,51,91,63,71
156,76,29,15,32,30
269,80,12,54,14,25
280,131,87,26,18,33
313,99,27,13,59,56
227,27,16,6,5,43
314,127,28,78,21,49
307,190,87,94,9,28
408,189,74,98,17,98
362,222,85,84,53,6
226,56,20,25,11,82
290,111,22,14,75,14
318,75,1,53,21,81
345,227,95,42,90,59
421,177,59,89,29,73
269,175,73,97,5,22
194,77,36,34,7,8
272,187,89,86,12,11
197,130,82,21,27,59
169,72,22,48,2,65
346,148,67,72,9,88
331,146,43,98,5,83
363,153,42,88,23,90
321,174,42,35,97,95
168,108,52,33,23,23
268,176,92,68,16,17
349,195,42,95,58,38
444,231,87,80,64,60
285,114,50,1,63,68
118,2,1,1,0,1
158,26,3,20,3,29
332,182,49,87,46,50
273,173,91,72,10,30
245,178,92,3,83,17
271,140,21,42,77,67
296,137,58,25,54,45
357,172,96,26,50,99
176,130,17,42,71,11
251,136,24,78,34,55
406,209,35,95,79,76
151,71,40,10,21,35
278,113,10,59,44,85
141,91,45,4,42,2
327,172,35,51,86,18
162,75,63,3,9,14
204,127,85,25,17,55
255,163,57,22,84,10
363,154,57,8,89,77
284,104,1,31,72,87
428,250,96,70,84,61
298,196,43,64,89,9
348,168,4,84,80,60
283,130,95,29,6,25
401,242,77,78,87,79
305,183,95,2,86,66
387,282,95,96,91,35
403,213,89,63,61,45
404,142,86,29,27,95
270,220,96,98,26,13
389,179,36,89,54,39
360,188,75,51,62,47
390,206,39,93,74,97
288,96,55,27,14,46
121,72,53,16,3,4
290,128,14,23,91,86
348,196,46,93,57,17
336,152,99,28,25,75
276,167,96,38,33,15
320,149,72,33,44,2
310,176,76,41,59,49
259,149,70,52,27,23
325,154,29,70,55,82
215,77,29,13,35,87
422,202,60,78,64,40
204,151,70,46,35,13
314,133,20,71,42,54
322,190,99,88,3,7
299,132,31,60,41,50
327,184,60,70,54,49
276,85,17,42,26,90
307,145,38,86,21,63
283,131,83,29,19,30
287,150,83,51,16,20
183,50,11,21,18,65
233,70,20,21,29,66
239,156,24,80,52,24
332,168,38,58,72,51
343,136,42,26,68,68
224,125,69,37,19,17
393,152,40,54,58,86
280,121,11,78,32,83
314,95,34,41,20,76
316,202,80,52,70,21
317,183,77,46,60,41
304,81,9,60,12,79
392,206,74,93,39,44
159,61,7,35,19,25
265,143,54,18,71,17
308,182,34,78,70,21
341,175,20,68,87,66
104,72,40,2,30,13
349,123,31,47,45,55
224,150,41,20,89,2
258,85,42,38,5,51
249,158,68,66,24,54
292,143,61,33,49,2
262,104,8,15,81,84
442,222,72,97,53,75
408,180,74,88,18,90
331,142,48,58,36,56
273,210,79,96,35,36
223,164,85,73,6,6
242,80,33,18,29,34
380,190,46,55,89,86
251,140,19,34,87,0
371,173,73,54,46,68
297,195,96,42,57,2
260,210,90,51,69,12
442,269,79,97,93,55
262,181,32,80,69,26
260,135,28,20,87,52
284,204,47,64,93,10
277,114,51,1,62,80
308,165,40,93,32,21
277,158,28,93,37,19
331,191,81,72,38,82
248,138,54,25,59,3
272,161,43,96,22,17
278,163,66,26,71,68
343,210,66,51,93,19
352,177,29,80,68,49
354,186,86,48,52,35
491,279,84,99,96,80
272,141,77,28,36,48
252,82,22,1,59,91
397,248,55,97,96,67
326,170,97,21,52,71
171,89,69,11,9,36
178,108,81,6,21,27
331,166,98,12,56,93
456,239,74,96,69,98
380,158,86,4,68,45
323,224,95,91,38,7
226,105,43,42,20,34
301,151,23,52,76,36
383,227,70,68,89,34
326,168,50,85,33,37
301,124,14,62,48,62
218,175,21,70,84,21
113,42,2,39,1,32
275,122,87,4,31,45
346,191,77,43,71,48
276,132,38,26,68,34
252,128,81,10,37,93
355,253,99,89,65,12
251,167,65,26,76,53
225,62,31,14,17,34
309,147,42,58,47,41
219,97,41,25,31,29
229,125,6,21,98,25
320,128,82,17,29,94
164,107,28,33,46,11
374,230,83,97,50,97
376,177,37,92,48,40
280,154,70,48,36,26
416,150,45,66,39,86
226,78,34,42,2,93
360,220,92,56,72,10
216,79,16,55,8,57
306,153,23,38,92,15
440,206,18,99,89,90
306,230,95,85,50,8
272,125,49,42,34,69
375,136,18,50,68,64
261,181,57,50,74,7
313,92,10,53,29,82
294,161,12,71,78,32
296,108,12,3,93,43
336,149,54,81,14,78
264,141,71,64,6,29
254,137,39,53,45,49
197,50,7,33,10,48
148,106,46,31,29,8
403,233,81,76,76,1
328,194,86,72,36,6
375,202,97,62,43,86
230,73,26,14,33,73
140,44,13,28,3,89
251,145,98,6,41,62
211,70,28,11,31,69
352,136,76,44,16,64
254,87,4,57,26,50
383,161,87,19,55,55
232,83,11,61,11,54
301,165,49,33,83,44
381,215,80,67,68,26
364,214,97,69,48,73
318,180,63,36,81,42
410,184,2,83,99,88
206,106,7,42,57,73
343,192,44,81,67,68
306,201,88,90,23,13
379,125,30,38,57,89
287,166,92,60,14,9
243,185,38,52,95,16
359,200,99,62,39,41
309,118,75,36,7,90
228,101,12,12,77,9
489,255,94,73,88,75
301,175,82,24,69,45
428,185,85,43,57,83
352,161,80,54,27,95
332,208,64,73,71,51
267,73,26,38,9,79
321,220,63,67,90,13
317,162,19,99,44,42
277,158,81,36,41,69
305,160,46,80,34,77
241,95,31,14,50,15
291,144,47,91,6,41
267,146,63,8,75,28
282,140,15,86,39,25
250,154,60,45,49,41
194,40,5,17,18,84
282,122,1,77,44,60
247,112,56,43,13,20
232,99,16,19,64,20
327,226,63,75,88,32
293,97,54,18,25,75
418,232,93,68,71,46
169,110,54,12,44,3
321,161,28,39,94,20
400,217,98,90,29,34
327,191,77,95,19,97
215,68,0,46,22,66
349,169,79,70,20,54
239,112,20,68,24,8
172,120,43,22,55,11
287,102,47,20,35,83
380,218,83,67,68,42
277,182,94,69,19,6
312,144,25,42,77,75
300,155,56,68,31,40
392,199,55,58,86,78
314,200,82,34,84,88
283,167,92,36,39,38
377,120,43,19,58,82
323,117,76,26,15,96
271,121,7,99,15,67
269,140,11,78,51,86
332,184,70,85,29,77
188,136,3,44,89,1
188,66,40,12,14,19
347,183,81,79,23,60
199,17,2,15,0,78
190,118,53,22,43,28
348,171,53,70,48,63
261,68,18,17,33,42
304,154,74,61,19,22
467,223,84,71,68,97
191,106,73,16,17,34
222,101,62,10,29,67
282,147,79,4,64,38
462,275,96,86,93,42
411,205,71,93,41,93
313,170,15,68,87,39
337,234,75,64,95,55
286,152,65,43,44,79
462,250,96,61,93,59
239,84,32,34,18,11
274,71,19,4,48,44
211,115,38,44,33,18
253,121,6,42,73,47
216,53,10,7,36,35
317,83,22,35,26,92
342,127,54,33,40,78
308,190,93,85,12,33
297,190,43,97,50,93
321,140,70,37,33,90
297,149,99,22,28,51
245,117,29,7,81,30
203,101,3,5,93,50
236,101,96,1,4,33
295,155,97,44,14,3
227,138,5,93,40,65
324,194,51,73,70,19
276,71,20,20,31,99
78,31,4,24,3,33
317,175,90,8,77,54
309,229,83,88,58,10
252,171,59,71,41,29
220,103,16,78,9,30
369,232,90,87,55,35
214,49,10,17,22,33
298,176,41,84,51,78
218,35,17,11,7,41
316,103,51,10,42,42
314,124,78,7,39,49
265,96,87,2,7,88
334,189,77,73,39,7
181,53,6,15,32,42
304,165,76,51,38,94
463,254,97,99,58,46
283,245,70,81,94,22
349,155,53,45,57,66
459,225,93,82,50,88
336,165,97,40,28,91
252,131,56,6,69,28
257,75,25,0,50,33
206,80,43,31,6,51
331,192,93,12,87,67
252,171,83,17,71,48
272,138,57,28,53,49
152,90,45,20,25,16
284,158,92,61,5,26
214,152,45,95,12,22
232,160,22,90,48,20
324,163,80,11,72,40
331,156,63,75,18,76
222,120,36,7,77,58
189,88,24,30,34,34
176,99,12,35,52,58
335,219,76,49,94,45
388,166,37,39,90,66
328,81,15,14,52,82
335,191,28,66,97,48
227,131,30,50,51,67
239,170,88,55,27,57
379,177,26,66,85,71
306,156,61,56,39,70
168,99,8,78,13,32
272,53,20,32,1,72
289,159,68,88,3,55
413,221,68,72,81,70
311,97,0,75,22,37
373,172,99,63,10,54
315,170,60,28,82,74
189,66,6,18,42,29
361,167,21,53,93,54
292,156,73,35,48,36
316,175,32,56,87,63
304,176,84,60,32,67
251,132,21,77,34,10
261,117,17,34,66,39
304,142,37,9,96,33
268,153,13,45,95,48
180,109,59,27,23,22
240,162,76,36,50,27
345,203,18,90,95,77
277,158,64,13,81,34
358,199,86,71,42,60
337,130,32,54,44,45
219,110,42,14,54,87
419,226,96,72,58,39
432,240,80,87,73,94
263,161,18,81,62,64
373,253,85,93,75,14
213,125,12,70,43,16
273,154,90,33,31,7
367,168,28,41,99,65
358,188,33,84,71,13
162,125,23,70,32,27
283,203,75,39,89,6
329,207,78,60,69,35
314,129,21,48,60,89
286,165,23,91,51,20
141,54,20,24,10,52
224,196,38,59,99,16
430,239,93,62,84,62
246,171,72,13,86,28
257,156,67,21,68,48
343,168,53,41,74,84
383,166,83,43,40,72
222,104,38,53,13,83
346,125,15,31,79,88
391,224,56,83,85,37
184,91,56,11,24,24
224,143,86,17,40,27
240,68,38,19,11,48
148,90,12,49,29,43
397,268,82,89,97,49
424,206,94,81,31,75
306,154,2,54,98,29
297,150,23,74,53,27
252,115,2,26,87,86
354,206,71,56,79,48
275,145,83,10,52,48
230,130,38,83,9,49
281,92,14,7,71,85
407,162,69,60,33,85
50,43,33,0,10,4
377,151,64,35,52,98
121,88,17,47,24,6
291,176,72,8,96,60
163,99,36,12,51,14
311,192,37,86,69,24
312,125,0,69,56,89
239,127,6,76,45,34
196,115,10,89,16,1
349,144,25,91,28,17
297,74,41,11,22,88
365,154,20,82,52,90
303,106,57,2,47,42
353,173,96,52,25,29
292,186,87,89,10,54
265,109,38,24,47,54
317,159,20,65,74,86
286,148,57,82,9,81
467,224,42,91,91,53
215,156,58,54,44,43
419,244,54,96,94,76
322,127,1,79,47,46
206,85,42,24,19,68
292,141,79,57,5,58
338,149,62,52,35,22
163,55,21,26,8,56
381,126,3,66,57,85
328,184,93,25,66,92
363,164,51,99,14,93
312,99,24,38,37,62
323,154,34,31,89,13
184,106,10,17,79,8
195,123,80,34,9,4
352,129,14,30,85,81
326,143,70,14,59,9
272,104,49,35,20,41
372,174,75,40,59,83
452,224,98,28,98,86
305,166,56,34,76,74
377,183,44,65,74,75
425,145,67,7,71,92
414,267,91,78,98,95
280,124,91,15,18,37
270,109,33,73,3,24
422,230,85,81,64,87
252,181,82,74,25,13
178,125,41,59,25,10
322,183,4,90,89,89
266,131,65,66,0,41
406,221,40,95,86,76
127,36,31,4,1,8
379,234,93,50,91,77
297,219,95,77,47,12
362,177,45,47,85,93
254,133,25,58,50,23
298,202,31,73,98,66
218,108,12,21,75,33
426,214,94,46,74,98
285,88,11,9,68,89
299,181,76,21,84,58
334,167,91,21,55,74
161,91,59,13,19,58
323,184,38,95,51,40
235,123,44,77,2,69
330,266,83,89,94,6
267,171,3,77,91,76
398,189,93,35,61,88
367,142,55,58,29,29
276,42,17,3,22,58
344,199,55,79,65,68
212,129,2,85,42,64
379,164,23,42,99,98
283,139,48,8,83,24
312,139,94,38,7,80
367,272,95,81,96,22
336,224,77,97,50,49
328,190,65,87,38,17
319,175,9,93,73,21
294,94,47,31,16,80
334,101,58,33,10,81
293,92,12,61,19,85
382,153,63,87,3,49
296,149,28,99,22,33
361,137,1,42,94,68
298,183,54,42,87,82
372,222,95,40,87,57
452,252,82,98,72,34
389,188,30,90,68,33
184,117,84,30,3,25
368,106,70,15,21,94
318,122,15,87,20,37
372,240,97,90,53,1
286,96,57,9,30,77
252,102,29,24,49,7
392,193,60,81,52,62
226,110,29,58,23,38
206,69,28,29,12,36
329,189,98,35,56,15
370,209,16,98,95,20
413,191,46,63,82,57
252,98,42,5,51,80
198,70,30,38,2,11
296,53,8,6,39,81
266,137,59,69,9,8
260,113,20,20,73,4
352,134,68,27,39,78
380,221,45,97,79,94
269,92,35,56,1,87
240,117,38,26,53,37
286,100,27,65,8,46
229,157,63,4,90,12
376,208,49,97,62,93
311,163,7,64,92,55
332,169,51,38,80,44
174,80,15,30,35,5
347,224,63,64,97,19
325,175,91,3,81,76
300,173,24,75,74,55
287,110,1,44,65,37
417,258,95,79,84,4
303,146,94,41,11,62
281,181,51,53,77,49
181,94,22,30,42,24
330,140,81,6,53,48
289,231,81,76,74,41
147,36,32,4,0,31
287,105,93,5,7,25
328,100,43,30,27,52
201,93,9,16,68,26
302,153,20,80,53,90
408,180,67,60,53,84
280,170,26,90,54,12
299,117,82,11,24,53
237,108,2,70,36,8
252,230,73,71,86,5
364,222,72,99,51,81
288,131,45,85,1,82
306,96,60,24,12,74
305,147,47,91,9,48
392,229,77,54,98,29
440,202,52,96,54,86
329,194,75,30,89,55
312,181,49,79,53,29
254,148,99,29,20,1
276,94,26,65,3,75
230,121,66,51,4,30
300,166,77,61,28,63
233,116,40,4,72,62
332,188,92,79,17,39
222,151,58,7,86,9
277,183,29,58,96,3
492,274,91,84,99,62
231,35,20,1,14,63
189,53,17,26,10,26
435,214,80,85,49,66
321,170,49,24,97,10
241,116,99,16,1,33
221,93,49,8,36,58
224,134,65,59,10,31
303,134,62,12,60,68
280,120,31,76,13,89
164,80,13,6,61,13
303,201,86,26,89,6
454,247,61,94,92,37
229,132,4,84,44,63
320,144,38,89,17,58
336,89,21,12,56,80
292,118,38,10,70,60
170,79,54,12,13,23
338,121,57,35,29,57
400,218,51,74,93,91
255,117,2,46,69,61
354,184,73,62,49,90
297,134,26,45,63,56
283,149,53,51,45,6
285,91,6,53,32,73
220,143,40,31,72,41
317,195,75,96,24,78
326,124,21,57,46,30
221,188,96,59,33,4
463,246,96,92,58,76
339,169,76,5,88,93
323,160,56,42,62,9
331,151,49,26,76,12
236,85,49,24,12,72
318,175,11,87,77,86
259,77,3,22,52,41
359,154,18,37,99,81
371,187,51,95,41,53
325,145,85,21,39,17
381,195,56,63,76,76
341,143,60,74,9,54
245,118,19,30,69,2
377,245,99,63,83,27
238,164,13,67,84,16
147,98,44,43,11,7
370,186,20,74,92,73
226,108,32,36,40,7
260,127,96,20,11,21
345,161,90,24,47,27
274,119,10,29,80,53
230,148,24,36,88,2
394,233,95,95,43,32
334,249,98,53,98,16
351,163,72,69,22,64
395,157,36,25,96,98
361,191,55,90,46,30
317,188,86,92,10,78
287,143,26,57,60,73
262,109,23,75,11,46
349,148,8,42,98,84
317,103,62,26,15,85
270,115,58,57,0,74
402,160,82,18,60,73
309,121,1,21,99,36
230,139,61,9,69,57
272,84,24,15,45,83
413,181,22,73,86,95
359,189,84,82,23,79
422,258,86,73,99,95
203,47,18,9,20,84
265,119,12,79,28,83
243,108,67,38,3,0
264,163,39,86,38,14
432,251,98,64,89,44
285,144,62,60,22,7
368,192,71,99,22,94
263,116,27,11,78,61
320,175,45,47,83,82
261,141,61,30,50,50
380,122,22,13,87,93
204,143,20,46,77,43
262,99,4,70,25,96
296,103,14,41,48,51
351,140,10,57,73,83
172,50,14,0,36,19
313,95,39,22,34,76
299,225,72,62,91,2
278,93,10,44,39,69
297,218,52,93,73,56
180,137,66,5,66,24
206,146,28,74,44,38
321,100,41,52,7,90
193,36,22,6,8,24
275,151,64,42,45,62
306,187,88,49,50,4
283,79,41,7,31,74
346,135,27,15,93,50
304,141,39,86,16,49
374,170,27,95,48,52
262,88,12,16,60,96
335,217,92,53,72,33
185,79,17,62,0,15
254,96,55,35,6,43
255,159,92,67,0,42
194,86,42,4,40,63
330,236,77,84,75,55
256,137,60,76,1,44
323,223,52,90,81,8
293,174,70,97,7,23
339,185,32,86,67,79
373,193,73,27,93,24
191,92,52,3,37,24
256,121,26,5,90,84
369,220,62,89,69,43
220,131,11,52,68,44
336,191,56,55,80,50
344,181,4,92,85,37
275,145,84,47,14,24
232,94,17,62,15,10
392,167,75,66,26,88
249,129,36,45,48,13
381,204,49,92,63,59
283,165,97,59,9,2
450,253,69,94,90,71
354,172,52,67,53,79
209,82,23,3,56,5
349,251,72,86,93,53
234,100,19,73,8,76
175,126,7,59,60,11
336,129,21,76,32,92
301,170,88,11,71,10
260,126,16,65,45,31
242,131,80,19,32,60
306,73,14,26,33,94
198,48,1,19,28,17
306,161,70,37,54,81
275,112,6,38,68,40
183,96,40,44,12,29
407,185,55,71,59,76
227,99,20,47,32,13
362,216,90,70,56,90
316,198,81,80,37,10
262,104,15,83,6,74
223,165,76,84,5,33
290,188,97,68,23,51
341,144,41,49,54,88
328,104,30,61,13,79
352,175,60,16,99,95
243,205,94,90,21,26
240,76,11,65,0,77
216,138,82,10,46,0
391,119,64,6,49,85
208,182,79,97,6,7
204,131,69,11,51,46
420,175,98,70,7,70
264,133,27,80,26,24
272,107,1,40,66,99
203,77,17,52,8,90
359,193,62,39,92,87
202,66,26,21,19,3
286,161,53,52,56,0
414,218,92,88,38,56
198,114,42,17,55,17
413,251,96,68,87,11
315,94,73,7,14,75
313,162,47,88,27,39
392,247,94,66,87,29
243,198,57,57,84,5
258,163,49,80,34,15
339,148,94,6,48,20
368,208,80,97,31,88
290,143,66,34,43,43
311,157,51,95,11,30
227,106,88,5,13,4
157,107,5,50,52,1
323,175,43,88,44,39
345,127,29,39,59,71
270,98,20,22,56,41
270,87,64,8,15,49
313,184,69,47,68,24
300,211,61,86,64,42
234,108,20,88,0,41
359,122,1,26,95,56
221,42,3,33,6,45
287,171,91,30,50,5
279,136,90,5,41,52
228,96,65,26,5,12
371,203,9,99,95,6
325,120,46,18,56,67
259,113,96,0,17,65
375,138,64,30,44,55
197,143,21,53,69,5
235,198,93,99,6,12
411,237,60,90,87,93
309,188,53,65,70,42
412,163,7,57,99,76
233,112,58,15,39,14
264,138,69,18,51,46
218,109,56,29,24,25
499,276,85,93,98,76
426,168,62,75,31,77
354,204,31,89,84,17
365,132,19,75,38,61
322,137,41,14,82,89
189,14,8,0,6,80
336,124,14,73,37,73
355,170,85,33,52,97
311,160,83,70,7,68
326,158,1,77,80,40
212,98,91,1,6,83
324,188,33,87,68,33
260,122,6,66,50,49
228,56,4,9,43,64
165,119,20,0,99,30
334,215,93,52,70,11
302,121,62,50,9,71
187,91,47,41,3,21
245,133,30,55,48,50
201,64,17,18,29,60
366,152,2,93,57,58
242,92,56,29,7,64
152,118,12,15,91,0
275,191,83,71,37,32
155,73,10,4,59,37
262,146,85,51,10,2
207,137,88,32,17,35
236,133,34,69,30,51
380,209,39,77,93,41
185,79,36,41,2,20
262,167,53,66,48,15
306,124,2,32,90,38
242,55,38,16,1,71
381,168,49,28,91,35
253,126,51,68,7,31
216,100,49,26,25,9
302,108,15,63,30,87
352,148,40,77,31,49
309,154,86,39,29,60
294,162,39,70,53,3
413,228,69,76,83,95
236,87,53,16,18,56
357,180,54,62,64,87
359,141,72,43,26,97
266,108,25,49,34,67
302,139,25,22,92,30
293,196,67,57,72,79
211,151,25,76,50,2
381,222,64,79,79,5
274,120,11,29,80,83
230,115,50,52,13,70
353,182,76,25,81,73
254,174,85,67,22,7
297,113,27,58,28,97
267,157,90,55,12,42
354,187,83,34,70,71
230,66,6,12,48,27
257,61,4,42,15,80
300,118,51,54,13,14
406,172,87,1,84,75
220,83,17,16,50,55
381,233,65,90,78,37
369,225,85,55,85,44
293,106,2,30,74,39
208,73,10,36,27,40
191,67,51,3,13,43
195,144,2,61,81,12
349,175,94,41,40,38
385,225,71,95,59,65
306,167,48,95,24,53
372,141,35,78,28,76
287,91,9,33,49,98
368,124,80,16,28,72
174,121,21,87,13,3
249,163,78,52,33,65
348,151,97,33,21,23
308,122,46,29,47,45
253,133,70,61,2,34
181,124,18,71,35,6
220,143,13,91,39,21
239,95,50,40,5,63
128,31,11,7,13,34
369,210,59,91,60,19
281,139,23,44,72,33
144,112,24,81,7,2
399,247,91,98,58,75
197,107,0,10,97,34
207,166,63,7,96,22
373,181,94,52,35,59
288,145,25,23,97,48
164,60,16,44,0,18
235,199,61,86,52,19
238,91,29,21,41,83
217,68,34,14,20,26
336,144,47,36,61,69
180,99,15,21,63,18
323,189,45,79,65,27
251,129,59,22,48,61
194,120,72,34,14,14
238,71,8,15,48,40
353,163,53,85,25,78
453,207,54,87,66,80
277,85,1,7,77,96
180,98,14,9,75,16
399,262,94,72,96,35
204,104,46,33,25,3
288,178,43,69,66,49
189,67,8,9,50,40
281,155,41,35,79,32
348,204,18,98,88,32
425,195,51,92,52,62
376,212,85,58,69,54
307,145,24,97,24,51
351,141,95,36,10,98
225,47,22,1,24,57
297,92,46,32,14,59
253,176,97,74,5,4
263,155,82,66,7,67
456,189,82,37,70,92
225,130,58,46,26,12
431,191,64,72,55,65
412,211,52,81,78,88
347,170,26,97,47,67
193,82,17,36,29,24
306,158,35,69,54,15
189,111,75,19,17,39
336,148,41,59,48,16
215,96,17,57,22,96
371,182,83,21,78,99
305,191,63,64,64,15
294,88,25,41,22,63
260,140,27,43,70,28
463,264,91,87,86,93
275,99,84,5,10,52
453,211,67,58,86,49
245,190,84,87,19,8
319,119,69,14,36,62
307,112,8,25,79,87
285,117,53,43,21,70
219,167,66,46,55,49
295,113,2,77,34,44
234,36,9,23,4,87
157,89,52,6,31,14
238,135,35,77,23,38
280,105,13,42,50,42
242,115,66,8,41,27
267,174,20,94,60,23
283,157,43,66,48,41
286,159,37,53,69,29
340,179,34,72,73,86
347,244,54,99,91,8
133,90,19,0,71,13
286,112,75,21,16,21
220,64,3,51,10,38
262,172,93,73,6,59
346,133,37,80,16,52
323,170,58,49,63,5
279,126,18,33,75,65
316,112,28,44,40,38
257,185,65,94,26,15
288,173,66,24,83,8
326,47,0,19,28,90
279,166,91,33,42,68
398,202,45,61,96,62
175,91,24,15,52,15
290,184,86,15,83,33
420,223,96,45,82,74
349,199,38,82,79,64
370,149,61,11,77,69
252,91,30,7,54,78
310,162,52,53,57,73
383,180,62,93,25,48
288,134,37,48,49,80
369,193,81,36,76,11
356,124,9,43,72,92
213,115,49,34,32,38
333,154,45,67,42,22
356,123,23,11,89,86
327,177,73,50,54,90
264,155,59,92,4,40
165,66,3,6,57,40
328,187,52,39,96,22
467,261,98,83,80,97
209,97,86,4,7,58
285,98,28,40,30,65
304,130,30,29,71,68
239,107,15,9,83,10
152,113,37,36,40,8
283,164,2,97,65,61
325,187,78,68,41,12
354,119,66,2,51,73
251,161,21,43,97,2
341,181,59,40,82,97
377,196,88,21,87,44
266,151,34,19,98,50
371,248,89,77,82,50
294,114,62,39,13,93
213,137,68,4,65,4
286,110,54,30,26,72
309,129,37,38,54,86
444,187,48,40,99,81
368,200,78,88,34,69
213,95,71,8,16,26
382,171,55,44,72,44
299,86,7,55,24,52
268,64,6,37,21,75
310,238,81,83,74,1
272,101,76,23,2,66
275,176,48,58,70,40
264,145,16,37,92,61
274,221,81,80,60,20
176,51,22,13,16,20
248,125,47,10,68,23
361,163,12,70,81,98
366,216,93,81,42,43
387,171,84,31,56,94
236,130,19,94,17,9
279,99,46,35,18,94
358,186,98,16,72,4
281,91,30,34,27,47
256,140,74,53,13,28
300,169,86,34,49,82
285,59,18,3,38,52
281,167,30,98,39,68
331,163,94,67,2,46
395,164,45,62,57,95
358,216,76,58,82,44
181,100,12,73,15,12
320,221,26,99,96,44
245,122,69,53,0,67
193,64,13,42,9,66
398,200,80,35,85,22
143,49,12,36,1,6
315,157,93,21,43,94
342,138,55,79,4,92
296,110,46,58,6,97
315,153,62,86,5,76
237,92,26,40,26,47
334,148,87,45,16,47
393,228,96,78,54,88
209,109,66,5,38,28
366,152,83,9,60,55
229,81,25,48,8,72
358,160,87,69,4,90
285,121,43,70,8,45
283,111,45,55,11,62
425,214,54,62,98,90
232,80,25,37,18,23
310,157,44,84,29,32
368,171,73,23,75,28
387,203,87,72,44,83
223,72,21,19,32,29
293,171,80,27,64,40
341,261,93,72,96,50
363,155,11,57,87,40
361,225,74,56,95,0
162,52,37,11,4,33
361,182,61,53,68,0
389,206,92,46,68,98
323,141,48,0,93,36
303,82,22,41,19,44
