total,total_big3,yw,sx,yy,wl
301,116,45,8,63,69
301,118,75,12,31,79
301,119,44,64,11,85
301,120,48,17,55,48
301,121,44,54,23,68
301,122,91,26,5,91
301,123,63,36,24,93
301,124,14,62,48,62
301,128,77,20,31,51
301,130,52,53,25,29
301,131,13,35,83,76
301,132,38,92,2,24
301,132,43,20,69,67
301,133,89,26,18,16
301,134,49,36,49,79
301,138,33,18,87,80
301,140,42,83,15,15
301,142,49,27,66,28
301,144,43,70,31,31
301,148,69,43,36,34
301,149,44,52,53,79
301,149,88,56,5,73
301,150,72,66,12,53
301,151,23,52,76,36
301,154,39,81,34,96
301,165,49,33,83,44
301,168,47,65,56,17
301,170,14,85,71,52
301,170,88,11,71,10
301,175,82,24,69,45
301,176,73,88,15,82
301,178,90,74,14,44
301,178,96,20,62,14
301,180,84,30,66,53
301,181,88,24,69,20
301,184,32,91,61,47
301,184,96,83,5,17
301,187,78,30,79,57
301,189,40,53,96,23
301,189,81,10,98,66
301,191,28,73,90,17
301,204,42,80,82,52
301,210,98,52,60,7
301,216,80,73,63,49
301,217,76,82,59,10
301,220,68,83,69,3
301,232,52,82,98,13
302,62,11,13,38,73
302,75,56,6,13,64
302,102,55,3,44,71
302,106,31,73,2,90
302,108,15,63,30,87
302,114,67,20,27,39
302,115,29,4,82,60
302,116,12,92,12,70
302,118,33,30,55,21
302,121,62,50,9,71
302,125,17,98,10,94
302,125,67,36,22,16
302,128,31,15,82,32
302,128,45,72,11,39
302,130,32,9,89,66
302,134,33,97,4,88
302,138,33,21,84,72
302,139,25,22,92,30
302,139,27,84,28,31
302,139,28,12,99,0
302,141,32,42,67,58
302,143,53,20,70,56
302,143,54,31,58,40
302,144,15,85,44,77
302,145,81,56,8,92
302,153,20,80,53,90
302,155,53,23,79,13
302,155,61,33,61,8
302,159,49,97,13,87
302,161,90,19,52,46
302,162,95,59,8,58
302,171,78,59,34,52
302,171,92,15,64,27
302,172,62,61,49,20
302,176,50,37,89,25
302,182,40,97,45,48
302,182,45,80,57,65
302,185,52,61,72,14
302,187,32,70,85,13
302,188,97,84,7,54
302,190,62,38,90,82
302,194,63,51,80,57
302,198,61,86,51,43
302,200,46,86,68,12
302,200,63,55,82,19
302,207,58,85,64,19
302,209,78,82,49,75
303,82,22,41,19,44
303,87,29,5,53,48
303,91,35,13,43,78
303,106,57,2,47,42
303,114,9,56,49,85
303,115,15,35,65,98
303,120,14,72,34,49
303,120,82,24,14,77
303,123,29,60,34,1
303,124,79,3,42,6
303,130,11,71,48,68
303,133,5,68,60,81
303,134,41,37,56,61
303,134,62,12,60,68
303,139,20,87,32,50
303,141,7,65,69,83
303,142,91,6,45,84
303,146,94,41,11,62
303,147,21,81,45,44
303,149,84,32,33,73
303,150,44,38,68,57
303,153,2,86,65,45
303,155,85,23,47,47
303,157,27,80,50,54
303,158,30,76,52,77
303,159,69,86,4,70
303,164,72,38,54,58
303,165,4,88,73,41
303,167,12,60,95,67
303,168,34,89,45,20
303,170,48,47,75,36
303,172,30,90,52,19
303,173,74,7,92,20
303,174,77,56,41,7
303,189,70,33,86,0
303,195,88,15,92,4
303,201,86,26,89,6
303,217,56,82,79,11
303,232,46,87,99,5
303,242,80,78,84,34
303,258,83,94,81,19
304,72,10,16,46,94
304,74,12,12,50,72
304,81,7,65,9,82
304,81,9,60,12,79
304,88,62,9,17,85
304,92,3,65,24,82
304,97,21,18,58,78
304,106,32,30,44,22
304,111,85,18,8,39
304,115,62,10,43,73
304,116,9,48,59,34
304,117,5,50,62,90
304,118,20,68,30,74
304,119,32,61,26,47
304,119,63,47,9,71
304,125,39,62,24,37
304,125,63,44,18,1
304,126,35,32,59,8
304,127,26,93,8,67
304,130,30,29,71,68
304,131,85,26,20,69
304,132,62,13,57,30
304,133,27,96,10,48
304,135,69,43,23,75
304,137,29,76,32,43
304,138,83,50,5,91
304,139,63,41,35,95
304,141,39,86,16,49
304,142,37,9,96,33
304,144,83,39,22,4
304,148,11,56,81,85
304,148,41,30,77,28
304,149,24,43,82,50
304,150,49,6,95,25
304,152,64,76,12,71
304,153,40,14,99,60
304,154,74,61,19,22
304,157,69,46,42,82
304,163,20,52,91,57
304,163,45,30,88,64
304,163,79,82,2,14
304,164,68,11,85,34
304,165,76,51,38,94
304,167,59,97,11,69
304,167,72,48,47,73
304,167,92,34,41,50
304,171,42,73,56,91
304,172,36,66,70,26
304,172,73,18,81,78
304,176,84,60,32,67
304,180,91,43,46,25
304,182,52,31,99,21
304,194,88,41,65,17
304,196,95,73,28,27
304,204,70,52,82,31
304,207,72,41,94,67
304,209,74,71,64,54
304,211,65,72,74,1
304,215,71,70,74,72
304,215,99,47,69,76
304,227,86,65,76,12
304,272,99,76,97,8
305,73,26,7,40,77
305,89,35,42,12,86
305,98,26,3,69,79
305,101,4,1,96,55
305,101,17,1,83,86
305,101,37,51,13,14
305,115,41,4,70,59
305,115,44,59,12,92
305,118,76,20,22,68
305,123,15,40,68,4
305,126,1,58,67,87
305,126,60,50,16,48
305,128,68,7,53,82
305,132,9,61,62,97
305,132,86,9,37,52
305,133,50,38,45,31
305,136,35,33,68,46
305,137,43,56,38,51
305,140,9,95,36,74
305,140,87,10,43,45
305,141,32,67,42,12
305,147,47,91,9,48
305,149,71,78,0,89
305,151,0,94,57,84
305,151,99,45,7,79
305,160,46,80,34,77
305,162,42,21,99,17
305,166,28,95,43,60
305,166,56,34,76,74
305,166,71,73,22,18
305,169,80,13,76,34
305,170,14,75,81,75
305,170,90,63,17,5
305,174,55,88,31,52
305,175,65,86,24,61
305,178,67,87,24,47
305,180,17,64,99,35
305,180,82,21,77,90
305,180,85,53,42,45
305,183,77,69,37,89
305,183,95,2,86,66
305,185,36,55,94,21
305,186,25,72,89,33
305,186,75,51,60,16
305,191,63,64,64,15
305,193,34,91,68,93
305,199,83,38,78,51
305,211,31,89,91,23
305,212,43,87,82,21
305,215,67,76,72,50
305,218,98,75,45,16
305,220,80,96,44,33
305,226,95,89,42,11
306,71,5,47,19,68
306,73,14,26,33,94
306,93,5,18,70,69
306,96,41,44,11,98
306,96,60,24,12,74
306,116,64,11,41,48
306,116,71,12,33,84
306,120,20,63,37,87
306,120,41,58,21,64
306,121,7,69,45,22
306,124,2,32,90,38
306,128,59,69,0,62
306,134,76,16,42,81
306,135,40,54,41,28
306,141,11,45,85,5
306,142,71,21,50,48
306,143,13,64,66,73
306,145,30,23,92,77
306,147,54,89,4,88
306,148,49,4,95,12
306,148,49,49,50,36
306,150,2,75,73,5
306,151,95,35,21,74
306,153,23,38,92,15
306,154,2,54,98,29
306,155,67,55,33,32
306,156,61,56,39,70
306,157,92,24,41,63
306,158,35,69,54,15
306,161,49,95,17,53
306,161,70,37,54,81
306,163,72,19,72,79
306,163,90,1,72,20
306,167,48,95,24,53
306,167,91,2,74,16
306,168,5,74,89,12
306,169,64,15,90,86
306,169,72,86,11,7
306,174,92,73,9,37
306,175,42,37,96,70
306,177,33,54,90,51
306,185,70,32,83,28
306,185,96,37,52,28
306,187,88,49,50,4
306,190,20,80,90,60
306,191,54,49,88,41
306,194,80,19,95,70
306,194,95,52,47,65
306,201,88,90,23,13
306,205,97,57,51,65
306,209,96,73,40,64
306,230,95,85,50,8
306,233,48,93,92,5
306,253,92,95,66,20
307,87,0,81,6,63
307,92,65,13,14,41
307,104,68,25,11,55
307,105,7,22,76,43
307,112,8,25,79,87
307,112,11,77,24,85
307,112,26,57,29,75
307,114,25,34,55,75
307,115,32,25,58,94
307,118,7,19,92,85
307,119,31,33,55,94
307,121,32,60,29,34
307,122,40,10,72,72
307,123,55,60,8,43
307,130,14,29,87,59
307,135,81,48,6,92
307,140,91,11,38,47
307,142,43,13,86,75
307,142,52,32,58,62
307,144,36,59,49,33
307,144,50,70,24,15
307,145,24,97,24,51
307,145,38,86,21,63
307,146,49,50,47,46
307,147,31,96,20,86
307,149,56,18,75,62
307,149,62,4,83,4
307,153,89,28,36,26
307,155,33,26,96,33
307,157,23,95,39,15
307,158,64,28,66,76
307,159,6,98,55,0
307,159,42,40,77,0
307,159,47,58,54,61
307,162,8,73,81,45
307,168,82,18,68,78
307,174,77,44,53,64
307,174,86,15,73,28
307,182,73,65,44,60
307,184,41,55,88,35
307,185,98,49,38,27
307,186,34,60,92,14
307,188,61,35,92,3
307,190,87,94,9,28
307,193,64,69,60,72
307,200,77,28,95,9
307,201,99,41,61,52
307,217,65,84,68,23
307,240,57,90,93,31
307,255,85,97,73,13
308,98,13,4,81,99
308,100,36,25,39,84
308,101,18,22,61,80
308,102,50,33,19,64
308,103,18,23,62,86
308,110,18,39,53,59
308,113,45,14,54,80
308,119,34,13,72,24
308,120,32,16,72,82
308,121,18,56,47,22
308,122,46,29,47,45
308,123,1,78,44,64
308,126,0,79,47,38
308,129,4,95,30,33
308,129,35,13,81,66
308,129,43,38,48,55
308,132,70,2,60,63
308,134,67,36,31,72
308,135,27,86,22,66
308,136,43,50,43,64
308,138,24,80,34,12
308,138,30,64,44,61
308,142,38,46,58,33
308,142,40,21,81,80
308,142,45,8,89,80
308,142,96,22,24,65
308,143,0,94,49,25
308,147,30,84,33,78
308,149,52,14,83,88
308,154,75,11,68,49
308,158,56,93,9,39
308,159,63,44,52,8
308,160,13,79,68,42
308,160,73,17,70,43
308,161,48,83,30,24
308,165,40,93,32,21
308,168,35,34,99,40
308,168,90,46,32,26
308,171,19,89,63,47
308,173,2,95,76,51
308,173,73,99,1,17
308,173,96,50,27,41
308,173,97,25,51,13
308,175,78,69,28,57
308,179,21,95,63,41
308,179,38,51,90,35
308,182,34,78,70,21
308,184,60,27,97,60
308,185,47,71,67,79
308,186,54,58,74,2
308,190,93,85,12,33
308,194,41,62,91,33
308,194,48,80,66,32
308,196,14,92,90,28
308,201,90,58,53,13
308,210,70,88,52,11
308,212,52,97,63,17
308,216,81,51,84,2
308,236,91,87,58,13
309,78,18,3,57,75
309,93,23,61,9,57
309,105,59,14,32,52
309,107,28,64,15,64
309,109,2,19,88,92
309,112,53,14,45,16
309,117,7,35,75,73
309,118,75,36,7,90
309,118,88,24,6,33
309,121,1,21,99,36
309,121,42,62,17,69
309,122,19,32,71,80
309,129,37,38,54,86
309,130,51,17,62,27
309,132,46,52,34,95
309,133,23,80,30,29
309,134,24,21,89,60
309,135,71,25,39,30
309,140,65,14,61,72
309,141,24,41,76,95
309,143,11,35,97,98
309,144,4,84,56,68
309,144,12,66,66,17
309,144,52,4,88,36
309,146,23,70,53,69
309,146,25,74,47,34
309,147,42,58,47,41
309,147,72,13,62,71
309,154,86,39,29,60
309,156,36,42,78,65
309,158,69,30,59,92
309,165,65,99,1,89
309,168,69,71,28,41
309,173,8,92,73,51
309,177,78,14,85,69
309,178,67,14,97,35
309,179,85,67,27,69
309,182,33,75,74,7
309,182,38,77,67,37
309,185,58,40,87,24
309,186,76,58,52,24
309,188,53,65,70,42
309,190,34,90,66,64
309,191,85,81,25,11
309,192,63,70,59,22
309,193,96,55,42,60
309,195,86,11,98,21
309,199,92,38,69,11
309,203,74,36,93,21
309,205,84,35,86,70
309,229,83,88,58,10
309,229,94,55,80,8
310,79,62,3,14,59
310,87,50,1,36,53
310,91,2,46,43,89
310,96,28,45,23,97
310,106,14,75,17,71
310,107,51,0,56,90
310,109,35,43,31,71
310,117,21,40,56,44
310,119,42,63,14,32
310,121,4,43,74,86
310,123,19,56,48,50
310,128,54,73,1,62
310,128,58,21,49,94
310,131,21,28,82,71
310,134,8,37,89,75
310,134,90,36,8,36
310,137,74,18,45,73
310,139,57,51,31,28
310,140,74,28,38,32
310,140,75,12,53,26
310,143,17,81,45,70
310,144,63,55,26,23
310,145,13,90,42,82
310,149,67,31,51,47
310,151,36,96,19,95
310,151,84,9,58,91
310,152,27,62,63,90
310,155,46,36,73,58
310,156,53,89,14,59
310,156,56,72,28,38
310,157,44,84,29,32
310,162,52,53,57,73
310,164,16,92,56,74
310,165,80,56,29,21
310,166,11,65,90,23
310,167,50,42,75,1
310,169,26,77,66,21
310,169,62,85,22,28
310,174,42,44,88,1
310,176,76,41,59,49
310,178,30,94,54,23
310,187,96,24,67,32
310,189,76,28,85,14
310,193,55,74,64,12
310,194,85,57,52,76
310,196,31,86,79,33
310,197,58,76,63,54
310,208,22,92,94,13
310,210,59,99,52,57
310,214,37,95,82,49
310,215,84,63,68,0
310,226,81,73,72,28
310,228,84,71,73,68
310,229,89,85,55,3
310,235,89,56,90,5
310,238,81,83,74,1
310,254,76,83,95,2
311,82,29,14,39,85
311,97,0,75,22,37
311,102,38,4,60,44
311,104,10,47,47,91
311,115,37,25,53,96
311,116,49,10,57,29
311,119,16,68,35,56
311,120,0,26,94,58
311,120,20,23,77,94
311,121,59,17,45,4
311,121,72,4,45,74
311,124,36,21,67,77
311,126,42,36,48,92
311,126,68,12,46,58
311,127,43,12,72,80
311,129,35,71,23,69
311,129,88,11,30,21
311,131,35,22,74,44
311,139,36,82,21,56
311,139,81,35,23,77
311,140,51,31,58,77
311,145,30,62,53,70
311,145,43,46,56,55
311,153,16,95,42,52
311,157,40,29,88,50
311,157,51,95,11,30
311,158,96,62,0,6
311,160,83,70,7,68
311,163,7,64,92,55
311,163,68,24,71,35
311,164,4,90,70,28
311,164,40,46,78,83
311,167,65,23,79,10
311,171,50,49,72,33
311,173,9,69,95,63
311,177,58,59,60,66
311,180,16,65,99,36
311,182,73,31,78,27
311,186,91,52,43,33
311,192,37,86,69,24
311,199,84,96,19,10
311,204,65,88,51,17
311,204,96,75,33,79
311,205,80,54,71,40
311,210,51,99,60,55
311,217,97,81,39,54
311,220,37,99,84,28
311,221,85,58,78,17
311,232,96,87,49,19
312,75,5,12,58,85
312,94,13,19,62,99
312,94,45,15,34,75
312,99,24,38,37,62
312,102,27,57,18,76
312,103,11,13,79,59
312,107,9,16,82,15
312,112,14,47,51,80
312,116,6,58,52,33
312,124,57,21,46,59
312,125,0,69,56,89
312,125,61,6,58,59
312,131,26,17,88,77
312,132,20,32,80,91
312,136,28,62,46,79
312,138,15,86,37,57
312,139,94,38,7,80
312,141,80,3,58,94
312,141,89,45,7,77
312,144,25,42,77,75
312,145,60,67,18,45
312,147,51,54,42,5
312,147,72,31,44,43
312,149,52,42,55,69
312,149,64,3,82,36
312,150,59,80,11,71
312,150,83,12,55,35
312,151,82,21,48,90
312,154,45,10,99,96
312,155,3,56,96,45
312,157,81,40,36,82
312,159,43,32,84,15
312,159,75,26,58,69
312,166,11,69,86,66
312,166,26,84,56,19
312,166,28,71,67,45
312,166,42,57,67,92
312,171,70,30,71,6
312,174,69,10,95,96
312,175,70,67,38,40
312,175,72,11,92,9
312,180,69,71,40,52
312,181,49,79,53,29
312,181,59,28,94,80
312,181,59,52,70,35
312,182,84,67,31,71
312,184,58,38,88,28
312,184,87,75,22,48
312,186,51,97,38,48
312,186,98,50,38,0
312,188,16,82,90,55
312,190,71,45,74,4
312,204,73,97,34,16
312,213,41,84,88,6
313,74,29,23,22,78
313,84,0,83,1,43
313,85,43,27,15,93
313,90,21,53,16,85
313,92,10,53,29,82
313,95,39,22,34,76
313,98,30,11,57,39
313,99,27,13,59,56
313,99,28,60,11,52
313,111,67,15,29,38
313,113,50,28,35,69
313,121,10,62,49,37
313,122,34,9,79,99
313,123,6,43,74,98
313,123,95,2,26,81
313,126,78,43,5,84
313,130,33,62,35,39
313,134,74,37,23,98
313,140,41,90,9,92
313,146,36,97,13,45
313,149,57,67,25,10
313,150,86,42,22,83
313,151,33,38,80,45
313,152,59,77,16,19
313,155,22,48,85,74
313,155,45,41,69,42
313,156,64,83,9,59
313,158,41,69,48,70
313,160,43,74,43,86
313,162,40,71,51,51
313,162,47,88,27,39
313,164,30,53,81,74
313,170,15,68,87,39
313,171,56,39,76,42
313,174,37,88,49,56
313,177,47,89,41,39
313,177,83,25,69,39
313,179,72,51,56,33
313,179,88,49,42,56
313,181,49,50,82,77
313,184,69,47,68,24
313,190,71,74,45,33
313,193,86,72,35,20
313,198,94,86,18,52
313,199,42,62,95,81
313,215,78,63,74,11
313,216,38,96,82,48
313,216,94,80,42,2
313,243,86,87,70,46
314,74,13,45,16,91
314,79,63,11,5,62
314,87,40,36,11,66
314,95,34,41,20,76
314,95,40,0,55,53
314,98,54,32,12,73
314,102,40,14,48,90
314,109,28,21,60,39
314,113,21,47,45,92
314,115,24,69,22,80
314,118,1,38,79,31
314,120,52,29,39,63
314,121,97,8,16,42
314,124,78,7,39,49
314,124,90,34,0,63
314,127,28,78,21,49
314,127,99,2,26,38
314,129,21,48,60,89
314,130,96,27,7,51
314,131,23,54,54,80
314,131,58,1,72,59
314,133,20,71,42,54
314,134,80,31,23,99
314,139,47,15,77,98
314,140,49,59,32,37
314,143,8,58,77,72
314,143,40,66,37,38
314,143,86,11,46,67
314,147,69,13,65,75
314,149,48,25,76,32
314,150,0,74,76,97
314,150,13,58,79,35
314,152,90,33,29,47
314,156,1,57,98,90
314,158,67,9,82,15
314,160,17,85,58,64
314,163,13,89,61,96
314,165,29,42,94,28
314,171,12,89,70,28
314,172,79,64,29,93
314,177,70,96,11,74
314,180,73,10,97,82
314,183,90,71,22,71
314,198,43,93,62,1
314,199,99,89,11,32
314,200,82,34,84,88
314,204,98,27,79,69
314,229,44,86,99,41
314,241,49,97,95,35
315,46,9,1,36,91
315,56,52,3,1,92
315,88,57,4,27,90
315,94,23,65,6,62
315,94,73,7,14,75
315,100,87,5,8,72
315,104,8,16,80,96
315,106,6,53,47,58
315,107,24,48,35,81
315,110,50,37,23,78
315,114,68,13,33,78
315,121,9,50,62,79
315,123,12,25,86,63
315,123,74,3,46,28
315,123,75,23,25,67
315,125,0,26,99,94
315,126,19,99,8,65
315,127,2,62,63,88
315,128,10,80,38,54
315,137,23,26,88,21
315,137,28,21,88,74
315,141,43,1,97,83
315,146,71,14,61,90
315,148,75,48,25,17
315,153,18,64,71,63
315,153,43,72,38,20
315,153,62,86,5,76
315,155,92,6,57,53
315,157,12,86,59,45
315,157,93,21,43,94
315,158,7,65,86,77
315,159,95,62,2,51
315,164,34,78,52,93
315,166,74,41,51,60
315,168,13,94,61,72
315,170,60,28,82,74
315,170,85,69,16,6
315,175,67,52,56,65
315,176,36,75,65,21
315,177,78,97,2,19
315,178,68,63,47,39
315,186,23,98,65,70
315,189,59,41,89,34
315,190,33,93,64,61
315,190,96,49,45,41
315,203,52,63,88,58
315,203,96,91,16,70
315,208,82,66,60,31
315,218,71,63,84,34
316,97,57,28,12,53
316,99,35,50,14,60
316,101,0,51,50,63
316,101,10,64,27,51
316,102,10,40,52,99
316,103,51,10,42,42
316,108,61,5,42,99
316,112,28,44,40,38
316,114,2,15,97,89
316,119,24,78,17,79
316,124,90,14,20,94
316,125,1,88,36,62
316,125,11,80,34,71
316,128,86,40,2,79
316,134,15,40,79,73
316,138,27,41,70,96
316,138,38,97,3,23
316,141,32,37,72,27
316,148,3,84,61,21
316,149,94,18,37,31
316,152,51,74,27,96
316,156,23,60,73,37
316,156,34,56,66,67
316,160,25,99,36,62
316,163,27,92,44,32
316,166,30,44,92,32
316,168,17,98,53,68
316,168,94,4,70,6
316,170,25,51,94,49
316,173,22,76,75,62
316,175,32,56,87,63
316,177,68,33,76,94
316,177,94,68,15,6
316,178,78,35,65,53
316,179,76,53,50,49
316,179,81,92,6,58
316,182,76,65,41,28
316,184,46,44,94,12
316,188,93,59,36,40
316,190,24,95,71,85
316,192,64,98,30,91
316,193,74,96,23,48
316,194,58,57,79,95
316,196,39,71,86,63
316,198,81,80,37,10
316,199,78,64,57,34
316,202,80,52,70,21
316,215,65,80,70,16
316,234,56,85,93,25
317,81,2,30,49,68
317,83,22,35,26,92
317,90,8,22,60,94
317,99,47,47,5,97
317,103,62,26,15,85
317,110,1,86,23,65
317,112,51,11,50,99
317,113,1,54,58,42
317,114,73,8,33,92
317,115,7,12,96,61
317,115,58,27,30,30
317,121,8,45,68,76
317,128,58,33,37,48
317,130,40,68,22,22
317,131,48,22,61,80
317,131,62,3,66,19
317,134,4,86,44,33
317,134,28,99,7,58
317,138,21,85,32,33
317,138,83,1,54,51
317,139,6,81,52,71
317,143,34,29,80,98
317,143,83,55,5,97
317,145,49,4,92,21
317,148,69,26,53,39
317,150,27,41,82,45
317,151,75,46,30,63
317,152,55,90,7,84
317,152,91,24,37,45
317,154,41,40,73,65
317,154,68,78,8,62
317,156,48,59,49,4
317,157,27,84,46,77
317,157,98,50,9,33
317,159,20,65,74,86
317,159,36,28,95,56
317,161,36,91,34,45
317,162,19,99,44,42
317,162,98,58,6,63
317,166,76,44,46,42
317,168,59,40,69,93
317,170,93,8,69,38
317,175,90,8,77,54
317,183,77,46,60,41
317,188,86,92,10,78
317,193,60,42,91,22
317,195,75,96,24,78
317,196,48,79,69,48
317,205,88,30,87,14
317,209,22,91,96,36
317,211,43,82,86,68
317,215,65,51,99,8
317,219,58,63,98,41
317,219,61,83,75,4
317,223,83,79,61,26
318,75,1,53,21,81
318,91,88,1,2,78
318,92,27,39,26,87
318,99,83,13,3,79
318,118,40,34,44,64
318,122,15,87,20,37
318,122,28,33,61,95
318,126,40,7,79,78
318,129,40,9,80,44
318,132,16,98,18,23
318,134,44,48,42,66
318,137,8,71,58,41
318,138,54,67,17,53
318,139,48,20,71,13
318,141,5,97,39,49
318,144,31,74,39,80
318,145,46,12,87,28
318,149,26,24,99,56
318,154,90,36,28,89
318,156,99,28,29,43
318,159,80,68,11,91
318,163,45,78,40,23
318,164,87,6,71,33
318,166,48,45,73,14
318,167,72,6,89,12
318,170,13,90,67,20
318,172,43,67,62,15
318,174,27,97,50,14
318,175,11,87,77,86
318,178,83,3,92,27
318,180,63,36,81,42
318,183,81,20,82,79
318,184,68,93,23,19
318,184,86,21,77,0
318,185,88,41,56,64
318,186,30,99,57,36
318,188,97,62,29,62
318,189,99,49,41,28
318,193,80,49,64,4
318,196,72,78,46,92
318,204,84,29,91,16
318,212,80,60,72,26
318,212,92,48,72,32
318,215,90,34,91,8
318,216,80,78,58,4
318,235,80,85,70,41
318,263,68,96,99,21
319,62,30,13,19,63
319,72,15,31,26,55
319,83,50,12,21,76
319,90,1,51,38,88
319,93,57,9,27,98
319,106,13,19,74,94
319,107,20,40,47,27
319,113,75,24,14,10
319,119,24,64,31,67
319,119,25,47,47,63
319,119,47,28,44,62
319,119,69,14,36,62
319,128,47,64,17,60
319,132,87,5,40,88
319,134,4,53,77,50
319,134,8,33,93,84
319,138,13,53,72,92
319,140,22,91,27,40
319,146,0,95,51,84
319,146,47,79,20,30
319,148,23,46,79,89
319,150,66,10,74,35
319,153,84,24,45,3
319,154,20,59,75,79
319,154,46,25,83,45
319,155,25,52,78,67
319,159,31,89,39,63
319,160,30,90,40,97
319,160,41,73,46,3
319,161,16,97,48,65
319,161,84,36,41,13
319,162,2,70,90,41
319,163,3,67,93,83
319,167,66,39,62,69
319,169,21,61,87,25
319,170,82,14,74,29
319,171,22,64,85,87
319,173,40,73,60,89
319,174,62,46,66,13
319,175,9,93,73,21
319,177,95,26,56,50
319,180,97,60,23,43
319,181,34,54,93,65
319,181,85,69,27,19
319,183,71,32,80,11
319,184,34,60,90,41
319,184,45,65,74,67
319,188,72,26,90,32
319,190,66,88,36,62
319,191,57,73,61,68
319,198,29,86,83,33
319,199,88,95,16,61
319,200,57,97,46,29
319,205,28,78,99,54
319,205,94,93,18,29
319,210,91,74,45,9
319,216,92,39,85,50
319,222,67,75,80,77
319,225,99,89,37,45
319,238,90,78,70,9
320,101,89,0,12,76
320,109,6,63,40,70
320,112,55,13,44,91
320,113,45,63,5,46
320,114,34,18,62,41
320,117,9,39,69,98
320,121,69,24,28,52
320,125,33,50,42,21
320,128,82,17,29,94
320,137,74,43,20,65
320,141,13,84,44,97
320,142,26,55,61,68
320,142,35,92,15,76
320,144,38,89,17,58
320,144,54,51,39,38
320,147,46,23,78,48
320,147,69,38,40,87
320,147,85,32,30,44
320,149,72,33,44,2
320,151,49,20,82,75
320,152,68,67,17,58
320,152,86,39,27,86
320,153,47,59,47,81
320,154,50,69,35,51
320,159,58,99,2,66
320,160,43,53,64,71
320,160,54,79,27,9
320,162,70,60,32,91
320,165,35,82,48,6
320,170,55,79,36,62
320,171,75,61,35,71
320,172,56,78,38,36
320,175,45,47,83,82
320,177,68,19,90,33
320,178,23,70,85,2
320,180,19,77,84,94
320,183,52,43,88,17
320,185,48,39,98,10
320,187,19,70,98,36
320,188,1,91,96,11
320,190,94,26,70,69
320,190,99,85,6,68
320,191,87,86,18,68
320,193,61,92,40,94
320,194,74,59,61,62
320,196,87,23,86,96
320,200,95,34,71,57
320,204,46,73,85,76
320,207,76,80,51,76
320,221,26,99,96,44
320,222,93,37,92,1
320,238,73,87,78,34
321,100,41,52,7,90
321,101,62,26,13,75
321,108,13,6,89,71
321,113,40,15,58,99
321,114,60,47,7,78
321,120,70,30,20,85
321,131,4,95,32,47
321,136,20,71,45,47
321,136,41,17,78,78
321,137,31,40,66,87
321,138,69,16,53,91
321,140,70,37,33,90
321,145,11,95,39,83
321,145,68,45,32,32
321,146,18,56,72,66
321,151,96,18,37,55
321,152,70,20,62,93
321,159,70,79,10,74
321,160,65,69,26,50
321,161,28,39,94,20
321,162,81,43,38,46
321,168,60,44,64,56
321,170,49,24,97,10
321,172,72,45,55,17
321,174,42,35,97,95
321,180,50,78,52,45
321,181,55,39,87,2
321,187,74,87,26,9
321,195,81,63,51,48
321,195,85,39,71,4
321,197,96,64,37,33
321,202,26,89,87,72
321,203,94,70,39,25
321,206,88,34,84,52
321,207,99,9,99,3
321,213,35,86,92,4
321,220,63,67,90,13
321,241,59,92,90,40
322,69,2,59,8,97
322,85,4,74,7,66
322,105,16,45,44,28
322,109,85,8,16,95
322,110,28,81,1,63
322,113,1,28,84,36
322,114,4,39,71,26
322,117,36,49,32,19
322,127,1,79,47,46
322,127,11,68,48,37
322,129,22,59,48,80
322,132,78,4,50,77
322,137,41,14,82,89
322,138,37,19,82,32
322,143,7,49,87,72
322,143,83,29,31,82
322,145,74,32,39,86
322,145,97,11,37,95
322,146,65,34,47,72
322,146,84,18,44,17
322,153,59,23,71,72
322,155,68,84,3,13
322,157,62,80,15,22
322,159,89,65,5,22
322,160,8,82,70,31
322,161,68,7,86,54
322,161,97,13,51,60
322,163,84,36,43,70
322,163,89,51,23,70
322,174,44,45,85,29
322,174,90,43,41,24
322,175,31,54,90,55
322,176,28,86,62,62
322,176,71,63,42,29
322,177,71,15,91,72
322,178,58,73,47,16
322,179,16,72,91,16
322,181,82,82,17,66
322,182,76,34,72,64
322,183,4,90,89,89
322,185,86,12,87,62
322,189,47,96,46,67
322,190,99,88,3,7
322,194,72,41,81,29
322,198,76,80,42,65
322,201,70,83,48,75
322,205,98,63,44,5
322,212,46,91,75,14
322,224,80,97,47,34
322,224,83,48,93,39
323,79,8,22,49,99
323,89,13,56,20,99
323,106,50,15,41,44
323,108,32,67,9,94
323,109,13,34,62,88
323,112,24,3,85,29
323,115,8,20,87,81
323,117,76,26,15,96
323,123,17,24,82,12
323,128,9,37,82,51
323,128,67,58,3,84
323,132,34,23,75,30
323,136,45,6,85,60
323,136,47,19,70,41
323,138,54,5,79,28
323,141,48,0,93,36
323,141,70,17,54,52
323,142,78,51,13,46
323,144,57,65,22,61
323,146,35,37,74,60
323,147,33,92,22,88
323,147,75,20,52,9
323,150,36,18,96,78
323,151,74,11,66,95
323,151,79,30,42,28
323,153,0,92,61,51
323,153,27,59,67,7
323,154,34,31,89,13
323,157,64,71,22,82
323,157,91,8,58,26
323,160,56,42,62,9
323,162,94,5,63,35
323,163,59,44,60,30
323,164,73,2,89,84
323,165,86,47,32,0
323,170,58,49,63,5
323,174,20,81,73,40
323,175,17,68,90,21
323,175,43,88,44,39
323,177,84,87,6,2
323,179,84,7,88,9
323,182,78,20,84,7
